,codigo_ocorrencia,classificacao,tipo,localidade,uf,pais,aerodromo,dia_ocorrencia,horario,sera_investigada,comando_investigador,status_investigacao,numero_relatorio,relatorio_publicado,dia_publicacao,quantidade_recomendacoes,aeronaves_envolvidas,saida_pista,dia_extracao,modelo,tipo_motor,equipamento,quantidade_motores,nivel_dano,categoria_aviacao,fase_operacao
856,53577,ACIDENTE,FALHA DO MOTOR EM VOO,PLANALTO DA SERRA,MT,BRASIL,****,2015-11-27,16:00:00,SIM,SERIPA-6,ATIVA,A-157/CENIPA/2015,,,0,1,,2016-07-30,A188B,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,ESPECIALIZADA
857,50334,ACIDENTE,FALHA DO MOTOR EM VOO,GUARAMIRIM,SC,BRASIL,****,2013-11-14,19:00:00,SIM,SERIPA-5,FINALIZADA,A-206/CENIPA/2013,1.0,2015-03-06,0,1,,2016-07-30,SR22,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CRUZEIRO
858,46735,ACIDENTE,PERDA DE CONTROLE NO SOLO,POCONÉ,MT,BRASIL,****,2012-12-07,20:00:00,SIM,SERIPA-6,FINALIZADA,ENCERRADA NO RAI,,,0,1,,2016-07-30,58,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,PARTICULAR,POUSO
859,35195,ACIDENTE,PERDA DE CONTROLE NO SOLO,POCONÉ,MT,BRASIL,****,2009-02-15,13:30:00,SIM,SERIPA-6,FINALIZADA,A-037/CENIPA/2009,1.0,2009-10-16,7,1,1.0,2016-07-30,A36,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
860,38841,ACIDENTE,POUSO EM LOCAL NÃO PREVISTO,POCONÉ,MT,BRASIL,****,2009-11-23,13:40:00,SIM,SERIPA-6,FINALIZADA,A-064/CENIPA/2011,1.0,2011-08-29,7,1,,2016-07-30,EMB-720D,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CRUZEIRO
861,42387,ACIDENTE,PERDA DE CONTROLE EM VOO,MATINHA,MA,BRASIL,****,2010-07-24,17:00:00,SIM,SERIPA-2,FINALIZADA,A-075/CENIPA/2011,1.0,2011-08-29,1,1,,2016-07-30,EMB-711ST,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
862,50996,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,DOM PEDRITO,RS,BRASIL,****,2014-03-26,21:45:00,SIM,SERIPA-5,FINALIZADA, A-064CENIPA2014 ,1.0,2016-03-18,1,1,,2016-07-30,EMB-201A,PISTÃO,AVIÃO,1.0,DESTRUÍDA,AGRÍCOLA,INDETERMINADA
863,43657,ACIDENTE,PERDA DE CONTROLE EM VOO,DOM PEDRITO,RS,BRASIL,****,2011-01-11,19:30:00,SIM,SERIPA-4,FINALIZADA,A-072/CENIPA/2012,1.0,2012-07-23,3,1,,2016-07-30,A188B,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,DECOLAGEM
864,51005,ACIDENTE,PERDA DE CONTROLE NO SOLO,DOM PEDRITO,RS,BRASIL,****,2014-04-22,13:00:00,SIM,SERIPA-5,FINALIZADA,A-081/CENIPA/2014,1.0,2015-03-05,0,1,,2016-07-30,A188B,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,POUSO
865,31081,ACIDENTE,FALHA DO MOTOR EM VOO,PONTA PORÃ,MS,BRASIL,****,2007-11-21,09:45:00,SIM,SERIPA-4,FINALIZADA,A-005/CENIPA/2010,1.0,2010-03-19,8,1,,2016-07-30,EMB-202,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,SUBIDA
866,35055,INCIDENTE GRAVE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,PONTA PORÃ,MS,BRASIL,****,2009-01-12,14:37:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,MD82,***,AVIÃO,0.0,NENHUM,***,CRUZEIRO
867,47333,INCIDENTE GRAVE,POUSO BRUSCO,BIRITIBA-MIRIM,SP,BRASIL,SDIH,2013-03-22,18:45:00,SIM,SERIPA-4,FINALIZADA,IG-057/CENIPA/2013,1.0,2013-09-16,0,1,,2016-07-30,R22,PISTÃO,HELICÓPTERO,1.0,SUBSTANCIAL,INSTRUÇÃO,PAIRADO
868,49593,ACIDENTE,FALHA DO MOTOR EM VOO,MATÕES DO NORTE,MA,BRASIL,****,2013-08-30,15:55:00,SIM,SERIPA-1,ATIVA,A-154/CENIPA/2013,,,0,1,,2016-07-30,206B,TURBOEIXO,HELICÓPTERO,1.0,SUBSTANCIAL,TÁXI AÉREO,CRUZEIRO
869,47665,ACIDENTE,PERDA DE CONTROLE NO SOLO,BOA ESPERANÇA DO SUL,SP,BRASIL,****,2013-04-18,20:35:00,SIM,SERIPA-4,FINALIZADA,A-071/CENIPA/2013,1.0,2013-07-08,0,1,,2016-07-30,EMB-202A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,ESPECIALIZADA,DECOLAGEM
870,39321,ACIDENTE,PERDA DE CONTROLE EM VOO,PONTES E LACERDA,MT,BRASIL,****,2010-01-23,13:00:00,SIM,SERIPA-6,FINALIZADA,A-010/CENIPA/2011,1.0,2011-05-18,2,1,,2016-07-30,210N,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,POUSO
871,46973,ACIDENTE,FALHA DO MOTOR EM VOO,PONTES E LACERDA,MT,BRASIL,****,2013-01-23,21:50:00,SIM,SERIPA-6,FINALIZADA,A-014/CENIPA/2013,1.0,2013-08-26,0,1,,2016-07-30,180G,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CRUZEIRO
872,34498,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,ELDORADO DO SUL,RS,BRASIL,****,2008-11-05,12:15:00,SIM,SERIPA-5,FINALIZADA,A-015/CENIPA/2010,1.0,2010-04-06,3,1,,2016-07-30,EMB-201A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,SUBIDA
873,52672,ACIDENTE,OUTROS TIPOS,ELDORADO DO SUL,RS,BRASIL,SIXE,2014-10-22,13:20:00,***,SERIPA-5,,,,,0,1,,2016-07-30,AC-16,PISTÃO,ULTRALEVE,1.0,DESTRUÍDA,EXPERIMENTAL,CIRCUITO DE TRÁFEGO
874,43668,INCIDENTE GRAVE,COM TREM DE POUSO,ELDORADO DO SUL,RS,BRASIL,SIXE,2010-12-08,15:40:00,SIM,SERIPA-5,FINALIZADA,IG-521/CENIPA/2015,1.0,2015-06-06,0,1,,2016-07-30,A188B,PISTÃO,AVIÃO,1.0,LEVE,ESPECIALIZADA,POUSO
875,34776,ACIDENTE,FALHA DO MOTOR EM VOO,ELDORADO DO SUL,RS,BRASIL,SIXE,2008-12-04,17:40:00,SIM,SERIPA-5,FINALIZADA,A-010/CENIPA/2014,1.0,2014-03-31,2,1,,2016-07-30,402B,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,TÁXI AÉREO,DESCIDA
876,47155,ACIDENTE,PERDA DE CONTROLE EM VOO,ELDORADO DO SUL,RS,BRASIL,SIXE,2013-03-19,15:17:00,SIM,SERIPA-5,FINALIZADA,A-056/CENIPA/2013,1.0,2013-07-29,0,1,,2016-07-30,56-C-1,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,APROXIMAÇÃO FINAL
877,45211,ACIDENTE,FALHA DO MOTOR EM VOO,ELDORADO DO SUL,RS,BRASIL,****,2011-11-05,17:45:00,***,SERIPA-5,,,,,0,1,,2016-07-30,D3,PISTÃO,ULTRALEVE,1.0,SUBSTANCIAL,EXPERIMENTAL,DECOLAGEM
878,25999,INCIDENTE GRAVE,FALHA ESTRUTURAL,ELDORADO DO SUL,RS,BRASIL,****,2006-01-12,14:50:00,SIM,SERIPA-5,ATIVA,A DEFINIR,,,0,1,,2016-07-30,56-C,PISTÃO,AVIÃO,1.0,***,INSTRUÇÃO,INDETERMINADA
879,49122,ACIDENTE,POUSO SEM TREM,ELDORADO DO SUL,RS,BRASIL,SIXE,2013-07-09,14:32:00,SIM,SERIPA-5,FINALIZADA,A-128/CENIPA/2013,1.0,2014-04-07,0,1,,2016-07-30,PA-28R-201,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,POUSO
880,33378,ACIDENTE,POUSO EM LOCAL NÃO PREVISTO,PORTO ALEGRE DO NORTE,MT,BRASIL,****,2007-12-21,12:30:00,SIM,SERIPA-6,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-711C,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CORRIDA APÓS POUSO
881,52654,ACIDENTE,FALHA DO MOTOR EM VOO,IGARASSU,PE,BRASIL,SIFC,2014-11-01,13:50:00,SIM,SERIPA-2,FINALIZADA,A-182/CENIPA/2014,1.0,2015-05-15,0,1,,2016-07-30,182K,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
882,41274,ACIDENTE,OUTROS TIPOS,BOCAINA,SP,BRASIL,****,2010-05-27,12:00:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,T206H,PISTÃO,AVIÃO,1.0,DESTRUÍDA,***,POUSO
883,31979,INCIDENTE GRAVE,VAZAMENTO DE OUTROS FLUÍDOS,SANTARÉM,PA,BRASIL,****,2008-03-20,01:00:00,SIM,CENIPA,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,EMB-120ER,TURBOÉLICE,AVIÃO,2.0,NENHUM,REGULAR,POUSO
884,34083,ACIDENTE,OUTROS TIPOS,SANTARÉM,PA,BRASIL,****,2008-09-11,19:27:00,SIM,SERIPA-1,FINALIZADA,A-554/CENIPA/2014,1.0,2016-06-23,0,1,,2016-07-30,EMB-711C,PISTÃO,AVIÃO,1.0,LEVE,TÁXI AÉREO,DESCIDA
885,29619,INCIDENTE GRAVE,VAZAMENTO DE OUTROS FLUÍDOS,SANTARÉM,PA,BRASIL,****,2007-06-20,15:50:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,EMB-110P1,TURBOÉLICE,AVIÃO,2.0,NENHUM,REGULAR,SUBIDA
886,51439,INCIDENTE GRAVE,POUSO BRUSCO,SANTARÉM,PA,BRASIL,SBSN,2014-01-08,15:15:00,SIM,SERIPA-1,FINALIZADA,IG-007/CENIPA/2014,1.0,2014-06-02,0,1,1.0,2016-07-30,AB-115,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,POUSO
887,36842,INCIDENTE GRAVE,COM TREM DE POUSO,SANTARÉM,PA,BRASIL,SBSN,2009-04-08,13:47:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,310Q,PISTÃO,AVIÃO,2.0,LEVE,TÁXI AÉREO,CORRIDA APÓS POUSO
888,42287,ACIDENTE,FALHA DO MOTOR EM VOO,SANTARÉM,PA,BRASIL,****,2010-08-06,20:20:00,SIM,SERIPA-1,FINALIZADA,A-076/CENIPA/2011,1.0,2011-08-29,2,1,,2016-07-30,EMB-810C,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,TÁXI AÉREO,DECOLAGEM
889,44079,ACIDENTE,PANE SECA,SANTARÉM,PA,BRASIL,****,2011-03-11,17:26:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,,2016-07-30,A36,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CIRCUITO DE TRÁFEGO
890,45054,ACIDENTE,PERDA DE COMPONENTE EM VOO,SANTARÉM,PA,BRASIL,****,2011-09-29,18:24:00,SIM,SERIPA-1,FINALIZADA,A-033/CENIPA/2013,1.0,2013-12-30,2,1,,2016-07-30,D35,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,OUTRA FASE
891,45064,ACIDENTE,OUTROS TIPOS,CURITIBA,PR,BRASIL,SBBI,2011-10-01,17:30:00,***,SERIPA-5,,,,,0,1,,2016-07-30,CHRISTEN EAGLE II,PISTÃO,AVIÃO,1.0,DESTRUÍDA,EXPERIMENTAL,MANOBRA
892,43978,ACIDENTE,SAÍDA DE PISTA,CURITIBA,PR,BRASIL,SBBI,2011-03-02,12:46:00,SIM,SERIPA-5,FINALIZADA,A-075/CENIPA/2012,1.0,2012-07-23,2,1,1.0,2016-07-30,A36,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,DECOLAGEM
893,52277,ACIDENTE,PERDA DE CONTROLE NO SOLO,CURITIBA,PR,BRASIL,SBBI,2014-08-30,16:24:00,SIM,SERIPA-5,ATIVA,A-149/CENIPA/2014,,,0,1,,2016-07-30,177B,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,DECOLAGEM
894,51026,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CURITIBA,PR,BRASIL,SBBI,2014-03-17,19:48:00,SIM,SERIPA-5,FINALIZADA,IG-057/CENIPA/2014,1.0,2015-02-09,1,1,,2016-07-30,AB-115,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,TÁXI
895,39709,INCIDENTE GRAVE,FALHA DE SISTEMA / COMPONENTE,CURITIBA,PR,BRASIL,SBBI,2010-01-23,16:36:00,SIM,SERIPA-5,FINALIZADA,IG-029/CENIPA/2011,1.0,2011-07-21,2,1,1.0,2016-07-30,PA-31T1,TURBOÉLICE,AVIÃO,2.0,NENHUM,PARTICULAR,CORRIDA APÓS POUSO
896,51391,ACIDENTE,COM TREM DE POUSO,CURITIBA,PR,BRASIL,SBBI,2014-04-17,15:35:00,SIM,SERIPA-5,FINALIZADA,A-077/CENIPA/2014,1.0,2015-04-30,0,1,,2016-07-30,177RG,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,POUSO
897,52286,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CURITIBA,PR,BRASIL,SBBI,2014-08-11,11:15:00,SIM,SERIPA-5,FINALIZADA,IG-132/CENIPA/2014,1.0,2015-07-21,0,1,,2016-07-30,AB-115,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,DECOLAGEM
898,27813,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,CURITIBA,PR,BRASIL,****,2006-09-19,11:35:00,SIM,CENIPA,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,ATR-42-320,TURBOÉLICE,AVIÃO,2.0,***,REGULAR,INDETERMINADA
899,46024,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CURITIBA,PR,BRASIL,SBBI,2012-07-01,11:05:00,SIM,SERIPA-5,FINALIZADA,IG-125/CENIPA/2013,1.0,2014-10-02,0,1,1.0,2016-07-30,AB-115,PISTÃO,AVIÃO,1.0,NENHUM,INSTRUÇÃO,DECOLAGEM
900,38279,ACIDENTE,FALHA DO MOTOR EM VOO,CURITIBA,PR,BRASIL,****,2009-07-07,18:40:00,SIM,SERIPA-5,ATIVA,A DEFINIR,,,0,1,,2016-07-30,A35,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CIRCUITO DE TRÁFEGO
901,39930,INCIDENTE GRAVE,PROBLEMAS FISIOLÓGICOS,CURITIBA,PR,BRASIL,SBCT,2010-02-16,16:25:00,SIM,SERIPA-5,FINALIZADA,IG-170/CENIPA/2013,1.0,2013-12-12,2,1,,2016-07-30,550,JATO,AVIÃO,2.0,NENHUM,TÁXI AÉREO,CRUZEIRO
902,33835,ACIDENTE,PERDA DE CONTROLE NO SOLO,CURITIBA,PR,BRASIL,SBBI,2008-10-10,21:13:00,SIM,SERIPA-5,ATIVA,A-540/CENIPA/2016,,,0,1,1.0,2016-07-30,EMB-110P1,TURBOÉLICE,AVIÃO,2.0,SUBSTANCIAL,TÁXI AÉREO,POUSO
903,45100,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CURITIBA,PR,BRASIL,SBBI,2011-09-12,19:50:00,SIM,SERIPA-5,ATIVA,A DEFINIR,,,0,1,,2016-07-30,AB-115,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,ARREMETIDA NO SOLO
904,49123,ACIDENTE,FALHA DO MOTOR EM VOO,CURITIBA,PR,BRASIL,****,2013-07-05,15:10:00,SIM,SERIPA-5,FINALIZADA,A-124/CENIPA/2013,1.0,2014-03-17,0,1,,2016-07-30,152,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,DECOLAGEM
905,46572,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CURITIBA,PR,BRASIL,SBBI,2012-11-02,12:26:00,SIM,SERIPA-5,FINALIZADA,IG-147/CENIPA/2013,1.0,2013-10-21,0,1,,2016-07-30,PA-34-220T,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,PARTICULAR,POUSO
906,42838,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,CURITIBA,PR,BRASIL,****,2010-09-15,20:30:00,SIM,SERIPA-5,ATIVA,A DEFINIR,,,0,1,,2016-07-30,152,PISTÃO,AVIÃO,1.0,NENHUM,INSTRUÇÃO,DECOLAGEM
907,45168,ACIDENTE,FALHA DO MOTOR EM VOO,PORTO MURTINHO,MS,BRASIL,****,2010-11-08,18:25:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,C206,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,***,DESCIDA
908,42001,ACIDENTE,PERDA DE CONTROLE NO SOLO,BOITUVA,SP,BRASIL,SDOI,2010-07-24,18:00:00,SIM,SERIPA-4,FINALIZADA,A-516/CENIPA/2015,1.0,2015-06-06,1,1,1.0,2016-07-30,180G,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
909,52637,ACIDENTE,FALHA DO MOTOR EM VOO,BOITUVA,SP,BRASIL,SDOI,2014-10-16,20:30:00,SIM,SERIPA-4,ATIVA,A-172/CENIPA/2014,,,0,1,,2016-07-30,182A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,APROXIMAÇÃO FINAL
910,46092,ACIDENTE,COM LANÇAMENTO DE PESSOAS,BOITUVA,SP,BRASIL,****,2012-07-09,17:00:00,SIM,SERIPA-4,FINALIZADA,A-003/CENIPA/2014,1.0,2014-02-17,7,1,,2016-07-30,208,TURBOÉLICE,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CRUZEIRO
911,46863,INCIDENTE GRAVE,COM TREM DE POUSO,BOITUVA,SP,BRASIL,****,2013-01-11,21:50:00,SIM,SERIPA-4,FINALIZADA,IG-005/CENIPA/2013,,,0,1,,2016-07-30,208,TURBOÉLICE,AVIÃO,1.0,SUBSTANCIAL,TÁXI AÉREO,CORRIDA APÓS POUSO
912,47080,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,BOITUVA,SP,BRASIL,SDOI,2013-02-24,14:00:00,SIM,SERIPA-4,FINALIZADA,IG-039/CENIPA/2013,1.0,2013-07-29,0,1,,2016-07-30,PC-6/B2-H4,TURBOÉLICE,AVIÃO,1.0,NENHUM,ESPECIALIZADA,SUBIDA
913,46862,ACIDENTE,OUTROS TIPOS,BOITUVA,SP,BRASIL,****,2013-01-25,17:40:00,SIM,SERIPA-4,ATIVA,A-018/CENIPA/2013,,,0,1,,2016-07-30,208,TURBOÉLICE,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,APROXIMAÇÃO FINAL
914,49157,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,ERECHIM,RS,BRASIL,SSER,2013-06-28,15:25:00,SIM,SERIPA-5,FINALIZADA,IG-121/CENIPA/2013,1.0,2014-02-27,0,1,,2016-07-30,56-C,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,TÁXI
915,34575,ACIDENTE,FALHA DO MOTOR EM VOO,ERECHIM,RS,BRASIL,SSER,2008-09-14,20:30:00,SIM,SERIPA-5,FINALIZADA,A-022/CENIPA/2010,1.0,2010-04-28,7,1,,2016-07-30,AB-180,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,SUBIDA
916,45272,ACIDENTE,PERDA DE CONTROLE NO SOLO,ERECHIM,RS,BRASIL,SSER,2011-12-21,11:00:00,SIM,SERIPA-5,FINALIZADA,A-500/CENIPA/2016 ,1.0,2016-07-14,2,1,1.0,2016-07-30,AB-115,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,CORRIDA APÓS POUSO
917,44975,ACIDENTE,POUSO BRUSCO,DIANÓPOLIS,TO,BRASIL,****,2011-07-15,13:45:00,SIM,SERIPA-6,FINALIZADA,ENCERRADA NO RAI,,,0,1,,2016-07-30,177RG,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,POUSO
918,52874,ACIDENTE,PERDA DE CONTROLE EM VOO,PRIMAVERA DO LESTE,MT,BRASIL,****,2014-12-29,13:00:00,SIM,SERIPA-6,ATIVA,A-211/CENIPA/2014,,,0,1,,2016-07-30,AT-502B,TURBOÉLICE,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,ESPECIALIZADA
919,39507,ACIDENTE,FALHA DO MOTOR EM VOO,PRIMAVERA DO LESTE,MT,BRASIL,****,2010-01-11,17:00:00,SIM,SERIPA-6,FINALIZADA,A-016/CENIPA/2011,1.0,2011-06-30,2,1,,2016-07-30,EMB-202A,PISTÃO,AVIÃO,1.0,LEVE,AGRÍCOLA,OUTRA FASE
920,52937,ACIDENTE,PANE SECA,PRIMAVERA DO LESTE,MT,BRASIL,****,2014-01-07,20:59:00,SIM,SERIPA-6,FINALIZADA,A-006/CENIPA/2014,1.0,2015-04-30,0,1,,2016-07-30,172A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CIRCUITO DE TRÁFEGO
921,32036,ACIDENTE,FALHA DO MOTOR EM VOO,PRIMAVERA DO LESTE,MT,BRASIL,****,2008-04-01,07:45:00,SIM,SERIPA-6,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-201,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,NAVEGAÇÃO A BAIXA ALTURA
922,32375,ACIDENTE,FALHA DO MOTOR EM VOO,PRIMAVERA DO LESTE,MT,BRASIL,****,2008-03-23,20:30:00,SIM,SERIPA-6,FINALIZADA,A-076/CENIPA/2010,1.0,2010-09-24,2,1,,2016-07-30,EMB-202A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,NAVEGAÇÃO A BAIXA ALTURA
923,48797,ACIDENTE,PERDA DE CONTROLE NO SOLO,PRIMAVERA DO LESTE,MT,BRASIL,****,2013-06-07,10:15:00,SIM,SERIPA-6,FINALIZADA,A-108/CENIPA/2013,1.0,2015-07-07,2,1,,2016-07-30,AT-502B,TURBOÉLICE,AVIÃO,1.0,DESTRUÍDA,AGRÍCOLA,DECOLAGEM
924,50245,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,PRIMAVERA DO LESTE,MT,BRASIL,****,2013-12-13,12:00:00,SIM,SERIPA-6,FINALIZADA,A-220/CENIPA/2013,1.0,2014-06-16,0,1,,2016-07-30,EMB-202,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CRUZEIRO
925,46746,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,PRIMAVERA DO LESTE,MT,BRASIL,SWPY,2012-12-07,14:30:00,SIM,SERIPA-6,FINALIZADA,A-047/CENIPA/2014,1.0,2014-04-28,1,1,,2016-07-30,EMB-202,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,ESPECIALIZADA
926,47013,ACIDENTE,PERDA DE CONTROLE NO SOLO,QUERÊNCIA,MT,BRASIL,****,2013-02-04,12:20:00,SIM,SERIPA-6,FINALIZADA,A-026/CENIPA/2013,1.0,2014-06-02,0,1,,2016-07-30,EMB-721D,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,TÁXI AÉREO,DECOLAGEM
927,46592,ACIDENTE,PERDA DE CONTROLE NO SOLO,QUERÊNCIA,MT,BRASIL,SNGV,2012-11-07,18:00:00,SIM,SERIPA-6,FINALIZADA,A-148/CENIPA/2013,1.0,2013-11-27,0,1,1.0,2016-07-30,EMB-810C,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,TÁXI AÉREO,CORRIDA APÓS POUSO
928,35587,ACIDENTE,DESORIENTAÇÃO ESPACIAL,QUERÊNCIA,MT,BRASIL,****,2009-03-08,21:10:00,SIM,SERIPA-6,FINALIZADA,A-048/CENIPA/2009,1.0,2009-12-07,14,1,,2016-07-30,A36,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,CRUZEIRO
929,38995,ACIDENTE,PANE SECA,ILHOTA,SC,BRASIL,****,2009-12-17,09:00:00,SIM,SERIPA-5,FINALIZADA,A-049/CENIPA/2011,1.0,2011-08-01,4,1,,2016-07-30,PA-25-235,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,ESPECIALIZADA,NAVEGAÇÃO A BAIXA ALTURA
930,47297,ACIDENTE,PERDA DE CONTROLE NO SOLO,RIBAS DO RIO PARDO,MS,BRASIL,****,2013-03-23,12:40:00,SIM,SERIPA-4,FINALIZADA,A-058/CENIPA/2013,1.0,2016-06-16,0,1,,2016-07-30,EMB-202A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,POUSO
931,38658,ACIDENTE,PERDA DE CONTROLE EM VOO,RIO BRILHANTE,MS,BRASIL,****,2009-10-14,21:20:00,SIM,SERIPA-4,FINALIZADA,A-092/CENIPA/2011,1.0,2011-11-04,9,1,,2016-07-30,EMB-201A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,NAVEGAÇÃO A BAIXA ALTURA
932,48653,ACIDENTE,POUSO EM LOCAL NÃO PREVISTO,RIO BRILHANTE,MS,BRASIL,****,2013-05-22,09:00:00,SIM,SERIPA-4,FINALIZADA,A-098/CENIPA/2013,1.0,2014-04-28,0,1,,2016-07-30,EMB-201A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,ESPECIALIZADA,POUSO
933,31377,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,JIJOCA DE JERICOACOARA,CE,BRASIL,****,2007-12-20,20:30:00,SIM,SERIPA-2,FINALIZADA,A-129/CENIPA/2011,1.0,2011-12-21,1,1,1.0,2016-07-30,PA-34-220T,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,TÁXI AÉREO,POUSO
934,35035,ACIDENTE,PERDA DE CONTROLE NO SOLO,JIJOCA DE JERICOACOARA,CE,BRASIL,****,2009-01-05,09:30:00,SIM,SERIPA-2,FINALIZADA,A-057/CENIPA/2010,1.0,2009-03-09,6,1,,2016-07-30,206B,TURBOEIXO,HELICÓPTERO,1.0,SUBSTANCIAL,TÁXI AÉREO,POUSO
935,43392,ACIDENTE,OUTROS TIPOS,SÃO FÉLIX DO XINGU,PA,BRASIL,****,2010-11-05,13:00:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,,2016-07-30,PA-28-235,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,SUBIDA
936,53267,ACIDENTE,INDETERMINADA,SÃO FÉLIX DO XINGU,PA,BRASIL,SNFX,2015-05-21,13:00:00,SIM,SERIPA-1,FINALIZADA,A-078/CENIPA/2015,1.0,2016-02-15,0,1,,2016-07-30,210L,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,INDETERMINADA
